FECHA_CORTE;N_SEC;UBIGEO;REG_NAT;DEPARTAMENTO;PROVINCIA;DISTRITO;POB_TOTAL;POB_URBANA;POB_RURAL;QRESIDUOS_MUN;PERIODO
9012023;1;10101;SELVA;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;28423;27548;875;6939.28;2014
9012023;2;10102;SELVA;AMAZONAS;CHACHAPOYAS;ASUNCION;291;151;140;47.95;2014
9012023;3;10103;SIERRA;AMAZONAS;CHACHAPOYAS;BALSAS;1615;299;1316;69.95;2014
9012023;4;10104;SIERRA;AMAZONAS;CHACHAPOYAS;CHETO;597;388;209;90.84;2014
9012023;5;10105;SIERRA;AMAZONAS;CHACHAPOYAS;CHILIQUIN;737;197;540;46.26;2014
9012023;6;10106;SIERRA;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;2096;630;1466;147.50;2014
9012023;7;10107;SELVA;AMAZONAS;CHACHAPOYAS;GRANADA;395;133;262;42.09;2014
9012023;8;10108;SIERRA;AMAZONAS;CHACHAPOYAS;HUANCAS;1240;1231;9;288.34;2014
9012023;9;10109;SELVA;AMAZONAS;CHACHAPOYAS;LA JALCA;5551;2442;3109;775.22;2014
9012023;10;10110;SELVA;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;4200;1991;2209;631.92;2014
9012023;11;10111;SIERRA;AMAZONAS;CHACHAPOYAS;LEVANTO;893;458;435;107.37;2014
9012023;12;10112;SELVA;AMAZONAS;CHACHAPOYAS;MAGDALENA;815;643;172;204.03;2014
9012023;13;10113;SELVA;AMAZONAS;CHACHAPOYAS;MARISCAL CASTILLA;1034;498;536;158.03;2014
9012023;14;10114;SIERRA;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;2737;720;2017;211.35;2014
9012023;15;10115;SELVA;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;608;545;63;172.89;2014
9012023;16;10116;SELVA;AMAZONAS;CHACHAPOYAS;OLLEROS;365;107;258;33.94;2014
9012023;17;10117;SELVA;AMAZONAS;CHACHAPOYAS;QUINJALCA;865;132;733;42.04;2014
9012023;18;10118;SELVA;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;347;262;85;83.16;2014
9012023;19;10119;SELVA;AMAZONAS;CHACHAPOYAS;SAN ISIDRO DE MAINO;712;491;221;155.84;2014
9012023;20;10120;SELVA;AMAZONAS;CHACHAPOYAS;SOLOCO;1346;284;1062;90.11;2014
9012023;21;10121;SELVA;AMAZONAS;CHACHAPOYAS;SONCHE;224;100;124;31.81;2014
9012023;22;10201;SELVA;AMAZONAS;BAGUA;BAGUA ;26017;23083;2934;5856.16;2014
9012023;23;10202;SELVA;AMAZONAS;BAGUA;ARAMANGO;11221;2606;8615;788.03;2014
9012023;24;10203;SELVA;AMAZONAS;BAGUA;COPALLIN;6389;1933;4456;613.53;2014
9012023;25;10204;SELVA;AMAZONAS;BAGUA;EL PARCO;1466;749;717;237.80;2014
9012023;26;10205;SELVA;AMAZONAS;BAGUA;IMAZA;24029;3140;20889;996.90;2014
9012023;27;10206;SELVA;AMAZONAS;BAGUA;LA PECA ;8013;4549;3464;1067.37;2014
9012023;28;10301;SELVA;AMAZONAS;BONGARA;JUMBILLA;1744;1539;205;585.99;2014
9012023;29;10302;SELVA;AMAZONAS;BONGARA;CHISQUILLA;341;138;203;43.80;2014
9012023;30;10303;SELVA;AMAZONAS;BONGARA;CHURUJA;273;249;24;79.02;2014
9012023;31;10304;SELVA;AMAZONAS;BONGARA;COROSHA;990;139;851;44.14;2014
9012023;32;10305;SELVA;AMAZONAS;BONGARA;CUISPES;891;415;476;131.66;2014
9012023;33;10306;SELVA;AMAZONAS;BONGARA;FLORIDA;8257;4755;3502;1388.52;2014
9012023;34;10307;SELVA;AMAZONAS;BONGARA;JAZAN;9253;7585;1668;1819.31;2014
9012023;35;10308;SELVA;AMAZONAS;BONGARA;RECTA;211;73;138;23.20;2014
9012023;36;10309;SELVA;AMAZONAS;BONGARA;SAN CARLOS;327;263;64;83.44;2014
9012023;37;10310;SELVA;AMAZONAS;BONGARA;SHIPASBAMBA;1744;1018;726;323.15;2014
9012023;38;10311;SELVA;AMAZONAS;BONGARA;VALERA;1295;437;858;138.77;2014
9012023;39;10312;SELVA;AMAZONAS;BONGARA;YAMBRASBAMBA;8070;2983;5087;947.04;2014
9012023;40;10401;SELVA;AMAZONAS;CONDORCANQUI;NIEVA ;28116;4147;23969;1275.70;2014
9012023;41;10402;SELVA;AMAZONAS;CONDORCANQUI;EL CENEPA ;9513;1216;8297;385.95;2014
9012023;42;10403;SELVA;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;16282;2709;13573;859.79;2014
9012023;43;10501;SIERRA;AMAZONAS;LUYA;LAMUD;2330;2020;310;695.01;2014
9012023;44;10502;SELVA;AMAZONAS;LUYA;CAMPORREDONDO;7006;4431;2575;1406.66;2014
9012023;45;10503;SELVA;AMAZONAS;LUYA;COCABAMBA;2492;359;2133;114.07;2014
9012023;46;10504;SIERRA;AMAZONAS;LUYA;COLCAMAR;2326;1354;972;317.17;2014
9012023;47;10505;SELVA;AMAZONAS;LUYA;CONILA;2102;1233;869;391.56;2014
9012023;48;10506;SIERRA;AMAZONAS;LUYA;INGUILPATA;622;367;255;86.09;2014
9012023;49;10507;SELVA;AMAZONAS;LUYA;LONGUITA;1132;237;895;75.21;2014
9012023;50;10508;SIERRA;AMAZONAS;LUYA;LONYA CHICO;997;327;670;76.67;2014
9012023;51;10509;SIERRA;AMAZONAS;LUYA;LUYA;4422;2319;2103;689.26;2014
9012023;52;10510;SIERRA;AMAZONAS;LUYA;LUYA VIEJO;479;479;0;112.22;2014
9012023;53;10511;SELVA;AMAZONAS;LUYA;MARIA;938;502;436;159.50;2014
9012023;54;10512;SELVA;AMAZONAS;LUYA;OCALLI;4180;1589;2591;504.46;2014
9012023;55;10513;SELVA;AMAZONAS;LUYA;OCUMAL;4163;691;3472;219.50;2014
9012023;56;10514;SIERRA;AMAZONAS;LUYA;PISUQUIA;6065;274;5791;64.09;2014
9012023;57;10515;SIERRA;AMAZONAS;LUYA;PROVIDENCIA;1539;282;1257;65.98;2014
9012023;58;10516;SIERRA;AMAZONAS;LUYA;SAN CRISTOBAL;700;493;207;115.51;2014
9012023;59;10517;SIERRA;AMAZONAS;LUYA;SAN FRANCISCO DEL YESO;826;386;440;90.53;2014
9012023;60;10518;SIERRA;AMAZONAS;LUYA;SAN JERONIMO;909;350;559;82.08;2014
9012023;61;10519;SELVA;AMAZONAS;LUYA;SAN JUAN DE LOPECANCHA;524;78;446;24.67;2014
9012023;62;10520;SIERRA;AMAZONAS;LUYA;SANTA CATALINA;1888;470;1418;110.19;2014
9012023;63;10521;SELVA;AMAZONAS;LUYA;SANTO TOMAS;3619;1091;2528;346.21;2014
9012023;64;10522;SIERRA;AMAZONAS;LUYA;TINGO;1352;703;649;164.64;2014
9012023;65;10523;SIERRA;AMAZONAS;LUYA;TRITA;1378;824;554;192.95;2014
9012023;66;10601;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;5255;3646;1609;1157.40;2014
9012023;67;10602;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;CHIRIMOTO;2048;117;1931;37.06;2014
9012023;68;10603;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;COCHAMAL;519;412;107;130.90;2014
9012023;69;10604;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;2711;582;2129;184.72;2014
9012023;70;10605;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;2999;648;2351;205.68;2014
9012023;71;10606;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;1667;913;754;289.88;2014
9012023;72;10607;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;1417;879;538;279.03;2014
9012023;73;10608;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;MILPUC;622;358;264;113.58;2014
9012023;74;10609;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;9364;802;8562;254.56;2014
9012023;75;10610;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;SANTA ROSA;480;135;345;42.89;2014
9012023;76;10611;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;462;125;337;39.81;2014
9012023;77;10612;SELVA;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;3342;709;2633;225.18;2014
9012023;78;10701;SIERRA;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;53335;33246;20089;9757.92;2014
9012023;79;10702;SELVA;AMAZONAS;UTCUBAMBA;CAJARURO ;28523;8730;19793;2771.32;2014
9012023;80;10703;SIERRA;AMAZONAS;UTCUBAMBA;CUMBA;8955;2719;6236;793.97;2014
9012023;81;10704;SIERRA;AMAZONAS;UTCUBAMBA;EL MILAGRO;6376;1696;4680;397.25;2014
9012023;82;10705;SIERRA;AMAZONAS;UTCUBAMBA;JAMALCA;8216;1506;6710;352.90;2014
9012023;83;10706;SELVA;AMAZONAS;UTCUBAMBA;LONYA GRANDE;10374;3409;6965;1082.13;2014
9012023;84;10707;SIERRA;AMAZONAS;UTCUBAMBA;YAMON;2935;559;2376;131.06;2014
9012023;85;20101;SIERRA;ANCASH;HUARAZ;HUARAZ;63327;56780;6547;16283.61;2014
9012023;86;20102;SIERRA;ANCASH;HUARAZ;COCHABAMBA;2006;461;1545;107.90;2014
9012023;87;20103;SIERRA;ANCASH;HUARAZ;COLCABAMBA;783;430;353;100.85;2014
9012023;88;20104;SIERRA;ANCASH;HUARAZ;HUANCHAY;2324;367;1957;86.09;2014
9012023;89;20105;SIERRA;ANCASH;HUARAZ;INDEPENDENCIA;72423;58251;14172;15337.75;2014
9012023;90;20106;SIERRA;ANCASH;HUARAZ;JANGAS;4932;1976;2956;462.91;2014
9012023;91;20107;SIERRA;ANCASH;HUARAZ;LA LIBERTAD;1183;314;869;73.62;2014
9012023;92;20108;SIERRA;ANCASH;HUARAZ;OLLEROS;2285;1232;1053;244.18;2014
9012023;93;20109;SIERRA;ANCASH;HUARAZ;PAMPAS;1211;381;830;89.23;2014
9012023;94;20110;SIERRA;ANCASH;HUARAZ;PARIACOTO;4697;1371;3326;321.13;2014
9012023;95;20111;SIERRA;ANCASH;HUARAZ;PIRA;3792;502;3290;117.59;2014
9012023;96;20112;SIERRA;ANCASH;HUARAZ;TARICA;5805;1636;4169;324.13;2014
9012023;97;20201;SIERRA;ANCASH;AIJA;AIJA;1903;994;909;232.98;2014
9012023;98;20202;SIERRA;ANCASH;AIJA;CORIS;2234;477;1757;111.78;2014
9012023;99;20203;SIERRA;ANCASH;AIJA;HUACLLAN;611;365;246;85.47;2014
9012023;100;20204;SIERRA;ANCASH;AIJA;LA MERCED;2251;291;1960;68.11;2014
9012023;101;20205;SIERRA;ANCASH;AIJA;SUCCHA;853;351;502;82.14;2014
9012023;102;20301;SIERRA;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;3643;1710;1933;400.68;2014
9012023;103;20302;SIERRA;ANCASH;ANTONIO RAYMONDI;ACZO;2212;432;1780;101.11;2014
9012023;104;20303;SIERRA;ANCASH;ANTONIO RAYMONDI;CHACCHO;1753;529;1224;123.82;2014
9012023;105;20304;SIERRA;ANCASH;ANTONIO RAYMONDI;CHINGAS;1962;690;1272;161.56;2014
9012023;106;20305;SIERRA;ANCASH;ANTONIO RAYMONDI;MIRGAS;5348;668;4680;156.52;2014
9012023;107;20306;SIERRA;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;1645;227;1418;53.12;2014
9012023;108;20401;SIERRA;ANCASH;ASUNCIÓN;CHACAS;5568;2173;3395;509.16;2014
9012023;109;20402;SIERRA;ANCASH;ASUNCIÓN;ACOCHACA;3301;195;3106;45.74;2014
9012023;110;20501;SIERRA;ANCASH;BOLOGNESI;CHIQUIAN;3723;3387;336;793.45;2014
9012023;111;20502;SIERRA;ANCASH;BOLOGNESI;ABELARDO PARDO LEZAMETA;1129;811;318;189.98;2014
9012023;112;20503;SIERRA;ANCASH;BOLOGNESI;ANTONIO RAYMONDI;1099;306;793;71.65;2014
9012023;113;20504;SIERRA;ANCASH;BOLOGNESI;AQUIA;2574;1332;1242;312.05;2014
9012023;114;20505;SIERRA;ANCASH;BOLOGNESI;CAJACAY;1623;612;1011;143.43;2014
9012023;115;20506;SIERRA;ANCASH;BOLOGNESI;CANIS;1166;1117;49;261.70;2014
9012023;116;20507;COSTA;ANCASH;BOLOGNESI;COLQUIOC;3896;2002;1894;484.28;2014
9012023;117;20508;SIERRA;ANCASH;BOLOGNESI;HUALLANCA;8288;4852;3436;1136.66;2014
9012023;118;20509;SIERRA;ANCASH;BOLOGNESI;HUASTA;2563;1702;861;398.64;2014
9012023;119;20510;SIERRA;ANCASH;BOLOGNESI;HUAYLLACAYAN;1133;229;904;53.67;2014
9012023;120;20511;SIERRA;ANCASH;BOLOGNESI;LA PRIMAVERA;878;668;210;156.54;2014
9012023;121;20512;SIERRA;ANCASH;BOLOGNESI;MANGAS;572;457;115;107.11;2014
9012023;122;20513;SIERRA;ANCASH;BOLOGNESI;PACLLON;1706;1478;228;346.36;2014
9012023;123;20514;SIERRA;ANCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;1176;904;272;211.68;2014
9012023;124;20515;SIERRA;ANCASH;BOLOGNESI;TICLLOS;1213;1139;74;266.74;2014
9012023;125;20601;SIERRA;ANCASH;CARHUAZ;CARHUAZ;15230;7971;7259;1867.29;2014
9012023;126;20602;SIERRA;ANCASH;CARHUAZ;ACOPAMPA;2647;920;1727;215.60;2014
9012023;127;20603;SIERRA;ANCASH;CARHUAZ;AMASHCA;1598;708;890;165.93;2014
9012023;128;20604;SIERRA;ANCASH;CARHUAZ;ANTA;2491;646;1845;151.32;2014
9012023;129;20605;SIERRA;ANCASH;CARHUAZ;ATAQUERO;1399;257;1142;60.17;2014
9012023;130;20606;SIERRA;ANCASH;CARHUAZ;MARCARA;9258;1378;7880;322.80;2014
9012023;131;20607;SIERRA;ANCASH;CARHUAZ;PARIAHUANCA;1602;575;1027;134.77;2014
9012023;132;20608;SIERRA;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;2736;345;2391;80.88;2014
9012023;133;20609;SIERRA;ANCASH;CARHUAZ;SHILLA;3319;1313;2006;307.70;2014
9012023;134;20610;SIERRA;ANCASH;CARHUAZ;TINCO;3215;1201;2014;281.39;2014
9012023;135;20611;SIERRA;ANCASH;CARHUAZ;YUNGAR;3391;639;2752;149.63;2014
9012023;136;20701;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN LUIS;12565;2323;10242;544.16;2014
9012023;137;20702;SIERRA;ANCASH;CARLOS F. FITZCARRALD;SAN NICOLAS;3780;573;3207;134.35;2014
9012023;138;20703;SIERRA;ANCASH;CARLOS F. FITZCARRALD;YAUYA;5521;594;4927;139.18;2014
9012023;139;20801;COSTA;ANCASH;CASMA;CASMA;32430;27943;4487;12739.48;2014
9012023;140;20802;COSTA;ANCASH;CASMA;BUENA VISTA ALTA;4196;1088;3108;263.17;2014
9012023;141;20803;COSTA;ANCASH;CASMA;COMANDANTE NOEL;2065;996;1069;240.97;2014
9012023;142;20804;COSTA;ANCASH;CASMA;YAUTAN;8312;2872;5440;673.90;2014
9012023;143;20901;SIERRA;ANCASH;CORONGO;CORONGO;1543;1116;427;261.40;2014
9012023;144;20902;SIERRA;ANCASH;CORONGO;ACO;472;247;225;57.83;2014
9012023;145;20903;SIERRA;ANCASH;CORONGO;BAMBAS;535;170;365;39.86;2014
9012023;146;20904;SIERRA;ANCASH;CORONGO;CUSCA;2934;519;2415;121.62;2014
9012023;147;20905;SIERRA;ANCASH;CORONGO;LA PAMPA;1052;775;277;181.45;2014
9012023;148;20906;SIERRA;ANCASH;CORONGO;YANAC;717;299;418;69.93;2014
9012023;149;20907;SIERRA;ANCASH;CORONGO;YUPAN;972;882;90;206.71;2014
9012023;150;21001;SIERRA;ANCASH;HUARI;HUARI;10262;5087;5175;1167.04;2014
9012023;151;21002;SIERRA;ANCASH;HUARI;ANRA;1650;381;1269;89.34;2014
9012023;152;21003;SIERRA;ANCASH;HUARI;CAJAY;2697;569;2128;133.36;2014
9012023;153;21004;SIERRA;ANCASH;HUARI;CHAVIN DE HUANTAR;9250;2142;7108;501.70;2014
9012023;154;21005;SIERRA;ANCASH;HUARI;HUACACHI;1915;752;1163;176.18;2014
9012023;155;21006;SIERRA;ANCASH;HUARI;HUACCHIS;2083;1419;664;332.45;2014
9012023;156;21007;SIERRA;ANCASH;HUARI;HUACHIS;3559;1208;2351;283.10;2014
9012023;157;21008;SIERRA;ANCASH;HUARI;HUANTAR;3054;872;2182;204.18;2014
9012023;158;21009;SIERRA;ANCASH;HUARI;MASIN;1743;690;1053;161.62;2014
9012023;159;21010;SIERRA;ANCASH;HUARI;PAUCAS;1896;1488;408;348.54;2014
9012023;160;21011;SIERRA;ANCASH;HUARI;PONTO;3382;746;2636;174.80;2014
9012023;161;21012;SIERRA;ANCASH;HUARI;RAHUAPAMPA;798;518;280;121.43;2014
9012023;162;21013;SIERRA;ANCASH;HUARI;RAPAYAN;1797;822;975;192.47;2014
9012023;163;21014;SIERRA;ANCASH;HUARI;SAN MARCOS;14693;4042;10651;946.87;2014
9012023;164;21015;SIERRA;ANCASH;HUARI;SAN PEDRO DE CHANA;2808;1015;1793;237.69;2014
9012023;165;21016;SIERRA;ANCASH;HUARI;UCO;1706;796;910;186.41;2014
9012023;166;21101;COSTA;ANCASH;HUARMEY;HUARMEY;24073;20401;3672;8134.33;2014
9012023;167;21102;COSTA;ANCASH;HUARMEY;COCHAPETI;788;229;559;55.29;2014
9012023;168;21103;COSTA;ANCASH;HUARMEY;CULEBRAS;3607;1943;1664;469.87;2014
9012023;169;21104;COSTA;ANCASH;HUARMEY;HUAYAN;1073;423;650;102.36;2014
9012023;170;21105;COSTA;ANCASH;HUARMEY;MALVAS;950;329;621;79.59;2014
9012023;171;21201;SIERRA;ANCASH;HUAYLAS;CARAZ;25986;14690;11296;5744.89;2014
9012023;172;21202;SIERRA;ANCASH;HUAYLAS;HUALLANCA;736;308;428;72.22;2014
9012023;173;21203;SIERRA;ANCASH;HUAYLAS;HUATA;1644;233;1411;54.58;2014
9012023;174;21204;SIERRA;ANCASH;HUAYLAS;HUAYLAS;1523;463;1060;108.51;2014
9012023;175;21205;SIERRA;ANCASH;HUAYLAS;MATO;2051;1049;1002;245.83;2014
9012023;176;21206;SIERRA;ANCASH;HUAYLAS;PAMPAROMAS;9129;436;8693;102.13;2014
9012023;177;21207;SIERRA;ANCASH;HUAYLAS;PUEBLO LIBRE;7180;392;6788;91.95;2014
9012023;178;21208;SIERRA;ANCASH;HUAYLAS;SANTA CRUZ;5147;352;4795;82.46;2014
9012023;179;21209;SIERRA;ANCASH;HUAYLAS;SANTO TORIBIO;1141;259;882;60.78;2014
9012023;180;21210;SIERRA;ANCASH;HUAYLAS;YURACMARCA;1795;476;1319;111.60;2014
9012023;181;21301;SIERRA;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;3771;1412;2359;330.80;2014
9012023;182;21302;SIERRA;ANCASH;MARISCAL LUZURIAGA;CASCA;4504;222;4282;52.01;2014
9012023;183;21303;SIERRA;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;1378;211;1167;49.41;2014
9012023;184;21304;SIERRA;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;2269;213;2056;49.96;2014
9012023;185;21305;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLAMA;1277;161;1116;37.61;2014
9012023;186;21306;SIERRA;ANCASH;MARISCAL LUZURIAGA;LLUMPA;6311;360;5951;84.33;2014
9012023;187;21307;SIERRA;ANCASH;MARISCAL LUZURIAGA;LUCMA;3254;149;3105;34.81;2014
9012023;188;21308;SIERRA;ANCASH;MARISCAL LUZURIAGA;MUSGA;1040;212;828;49.66;2014
9012023;189;21401;SIERRA;ANCASH;OCROS;OCROS;1070;654;416;153.14;2014
9012023;190;21402;SIERRA;ANCASH;OCROS;ACAS;1002;554;448;129.80;2014
9012023;191;21403;SIERRA;ANCASH;OCROS;CAJAMARQUILLA;558;548;10;128.29;2014
9012023;192;21404;SIERRA;ANCASH;OCROS;CARHUAPAMPA;822;653;169;152.88;2014
9012023;193;21405;COSTA;ANCASH;OCROS;COCHAS;1432;263;1169;63.50;2014
9012023;194;21406;SIERRA;ANCASH;OCROS;CONGAS;1230;849;381;198.98;2014
9012023;195;21407;SIERRA;ANCASH;OCROS;LLIPA;1603;1192;411;279.32;2014
9012023;196;21408;SIERRA;ANCASH;OCROS;SAN CRISTOBAL DE RAJAN;620;487;133;114.02;2014
9012023;197;21409;COSTA;ANCASH;OCROS;SAN PEDRO;1901;632;1269;152.83;2014
9012023;198;21410;SIERRA;ANCASH;OCROS;SANTIAGO DE CHILCAS;390;323;67;75.60;2014
9012023;199;21501;SIERRA;ANCASH;PALLASCA;CABANA;2749;1833;916;429.50;2014
9012023;200;21502;SIERRA;ANCASH;PALLASCA;BOLOGNESI;1318;453;865;106.16;2014
9012023;201;21503;SIERRA;ANCASH;PALLASCA;CONCHUCOS;8357;4618;3739;1081.96;2014
9012023;202;21504;SIERRA;ANCASH;PALLASCA;HUACASCHUQUE;597;215;382;50.44;2014
9012023;203;21505;SIERRA;ANCASH;PALLASCA;HUANDOVAL;1133;702;431;164.50;2014
9012023;204;21506;SIERRA;ANCASH;PALLASCA;LACABAMBA;590;340;250;79.65;2014
9012023;205;21507;SIERRA;ANCASH;PALLASCA;LLAPO;721;712;9;166.70;2014
9012023;206;21508;SIERRA;ANCASH;PALLASCA;PALLASCA;2482;1019;1463;238.66;2014
9012023;207;21509;SIERRA;ANCASH;PALLASCA;PAMPAS;8346;4162;4184;975.00;2014
9012023;208;21510;SIERRA;ANCASH;PALLASCA;SANTA ROSA;1075;355;720;83.22;2014
9012023;209;21511;SIERRA;ANCASH;PALLASCA;TAUCA;3197;1436;1761;336.32;2014
9012023;210;21601;SIERRA;ANCASH;POMABAMBA;POMABAMBA;16187;4872;11315;1321.13;2014
9012023;211;21602;SIERRA;ANCASH;POMABAMBA;HUAYLLAN;3690;471;3219;110.36;2014
9012023;212;21603;SIERRA;ANCASH;POMABAMBA;PAROBAMBA;7009;933;6076;218.51;2014
9012023;213;21604;SIERRA;ANCASH;POMABAMBA;QUINUABAMBA;2436;260;2176;60.87;2014
9012023;214;21701;SIERRA;ANCASH;RECUAY;RECUAY;4554;2742;1812;642.47;2014
9012023;215;21702;SIERRA;ANCASH;RECUAY;CATAC;4045;2410;1635;251.37;2014
9012023;216;21703;SIERRA;ANCASH;RECUAY;COTAPARACO;643;421;222;98.68;2014
9012023;217;21704;SIERRA;ANCASH;RECUAY;HUAYLLAPAMPA;1291;765;526;179.20;2014
9012023;218;21705;SIERRA;ANCASH;RECUAY;LLACLLIN;1759;897;862;210.11;2014
9012023;219;21706;SIERRA;ANCASH;RECUAY;MARCA;995;599;396;140.44;2014
9012023;220;21707;SIERRA;ANCASH;RECUAY;PAMPAS CHICO;1988;1012;976;237.19;2014
9012023;221;21708;COSTA;ANCASH;RECUAY;PARARIN;1365;399;966;96.58;2014
9012023;222;21709;SIERRA;ANCASH;RECUAY;TAPACOCHA;473;281;192;65.85;2014
9012023;223;21710;SIERRA;ANCASH;RECUAY;TICAPAMPA;2293;1413;880;375.73;2014
9012023;224;21801;COSTA;ANCASH;SANTA;CHIMBOTE;216154;207806;8348;41148.53;2014
9012023;225;21802;SIERRA;ANCASH;SANTA;CACERES DEL PERU;4932;1142;3790;267.52;2014
9012023;226;21803;COSTA;ANCASH;SANTA;COISHCO;15760;15760;0;3587.39;2014
9012023;227;21804;SIERRA;ANCASH;SANTA;MACATE;3501;289;3212;67.70;2014
9012023;228;21805;SIERRA;ANCASH;SANTA;MORO;7573;3309;4264;775.20;2014
9012023;229;21806;COSTA;ANCASH;SANTA;NEPEÑA;15431;13977;1454;3742.45;2014
9012023;230;21807;COSTA;ANCASH;SANTA;SAMANCO;4563;3024;1539;731.24;2014
9012023;231;21808;COSTA;ANCASH;SANTA;SANTA;20288;17747;2541;7214.82;2014
9012023;232;21809;COSTA;ANCASH;SANTA;NUEVO CHIMBOTE;146444;145264;1180;39624.54;2014
9012023;233;21901;SIERRA;ANCASH;SIHUAS;SIHUAS;5714;4139;1575;969.68;2014
9012023;234;21902;SIERRA;ANCASH;SIHUAS;ACOBAMBA;2170;285;1885;66.72;2014
9012023;235;21903;SIERRA;ANCASH;SIHUAS;ALFONSO UGARTE;798;236;562;55.19;2014
9012023;236;21904;SIERRA;ANCASH;SIHUAS;CASHAPAMPA;2911;151;2760;35.42;2014
9012023;237;21905;SIERRA;ANCASH;SIHUAS;CHINGALPO;1076;505;571;118.29;2014
9012023;238;21906;SIERRA;ANCASH;SIHUAS;HUAYLLABAMBA;4055;1114;2941;260.92;2014
9012023;239;21907;SIERRA;ANCASH;SIHUAS;QUICHES;2922;659;2263;154.45;2014
9012023;240;21908;SIERRA;ANCASH;SIHUAS;RAGASH;2672;389;2283;91.10;2014
9012023;241;21909;SIERRA;ANCASH;SIHUAS;SAN JUAN;6533;238;6295;55.80;2014
9012023;242;21910;SIERRA;ANCASH;SIHUAS;SICSIBAMBA;1843;293;1550;68.64;2014
9012023;243;22001;SIERRA;ANCASH;YUNGAY;YUNGAY;21765;9160;12605;2101.63;2014
9012023;244;22002;SIERRA;ANCASH;YUNGAY;CASCAPARA;2268;174;2094;40.67;2014
9012023;245;22003;SIERRA;ANCASH;YUNGAY;MANCOS;7037;2139;4898;412.59;2014
9012023;246;22004;SIERRA;ANCASH;YUNGAY;MATACOTO;1622;239;1383;55.90;2014
9012023;247;22005;SIERRA;ANCASH;YUNGAY;QUILLO;13629;672;12957;157.53;2014
9012023;248;22006;SIERRA;ANCASH;YUNGAY;RANRAHIRCA;2735;908;1827;212.82;2014
9012023;249;22007;SIERRA;ANCASH;YUNGAY;SHUPLUY;2398;182;2216;42.53;2014
9012023;250;22008;SIERRA;ANCASH;YUNGAY;YANAMA;7003;558;6445;130.70;2014
9012023;251;30101;SIERRA;APURIMAC;ABANCAY;ABANCAY;56103;50231;5872;12067.80;2014
9012023;252;30102;SIERRA;APURIMAC;ABANCAY;CHACOCHE;1228;887;341;207.76;2014
9012023;253;30103;SIERRA;APURIMAC;ABANCAY;CIRCA;2534;346;2188;81.04;2014
9012023;254;30104;SIERRA;APURIMAC;ABANCAY;CURAHUASI;18304;4857;13447;734.48;2014
9012023;255;30105;SIERRA;APURIMAC;ABANCAY;HUANIPACA;4776;963;3813;225.51;2014
9012023;256;30106;SIERRA;APURIMAC;ABANCAY;LAMBRAMA;5556;1694;3862;396.97;2014
9012023;257;30107;SIERRA;APURIMAC;ABANCAY;PICHIRHUA;4105;485;3620;113.67;2014
9012023;258;30108;SIERRA;APURIMAC;ABANCAY;SAN PEDRO DE CACHORA;3842;876;2966;205.20;2014
9012023;259;30109;SIERRA;APURIMAC;ABANCAY;TAMBURCO;9628;7330;2298;1806.13;2014
9012023;260;30201;SIERRA;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS  ;43832;34626;9206;9475.21;2014
9012023;261;30202;SIERRA;APURIMAC;ANDAHUAYLAS;ANDARAPA;6468;578;5890;135.51;2014
9012023;262;30203;SIERRA;APURIMAC;ANDAHUAYLAS;CHIARA;1366;821;545;192.44;2014
9012023;263;30204;SIERRA;APURIMAC;ANDAHUAYLAS;HUANCARAMA;7484;3389;4095;793.92;2014
